timestamp,ip_address,user_id,location,operating_system,ip_reputation,device_fingerprint_change,latitude,longitude,time_since_last_login,login_frequency_per_user,login_frequency_in_window,avg_login_interval,is_typical_hour,historical_ip_usage_count,unique_locations_per_ip,distance_from_last_login,suspicious
2025-08-12 01:57:00,84.68.216.140,user32,DE,Linux,95,0,48.8566,2.3522,4.903438391001699,13,6,1.7141664510708599,0.7734940526531708,67,1,28.691533206646362,0
2025-08-12 07:52:00,199.35.57.225,user38,BR,iOS,25,0,39.9042,116.4074,0.5759655485522247,1,1,68.66230772904689,0.23577454179867754,1,2,6725.09573665135,1
2025-08-12 15:33:00,124.191.120.6,user14,RU,iOS,7,1,55.7558,37.6173,0.595951014776354,3,0,67.89294998748169,0.27759502110311146,2,5,7702.759955337201,1
2025-08-12 12:25:00,130.190.105.8,user11,CN,MacOS,24,1,39.9042,116.4074,0.97934465242163,2,2,38.28680259095471,0.039735851954548825,0,5,9233.160188827493,1
2025-08-12 03:10:00,148.77.51.76,user2,BR,iOS,5,1,39.9042,116.4074,0.47279619622683033,2,1,28.413618450803916,0.21932039197199574,5,2,2188.177075616828,1
2025-08-12 06:34:00,125.200.149.110,user29,RU,Android,14,1,55.7558,37.6173,0.12485858197662514,3,0,57.6193780182115,0.2204924375760214,1,2,5013.443883585276,1
2025-08-12 09:20:00,237.218.252.37,user30,FR,Linux,75,0,48.8566,2.3522,5.877861617886651,12,4,4.522927570086614,0.7632971399668954,78,1,33.39247791241726,0
2025-08-12 07:36:00,134.215.47.74,user11,UK,MacOS,80,0,48.8566,2.3522,5.311014763934254,18,9,1.7453580633153782,0.9866544804610675,55,1,36.5718520336317,0
2025-08-12 11:08:00,88.138.45.181,user38,RU,Linux,14,1,55.7558,37.6173,0.6833612146516975,1,2,31.813224084906857,0.1794848777780747,4,3,2737.358430219928,1
2025-08-12 14:21:00,72.215.66.184,user13,CA,Windows,76,0,48.8566,2.3522,4.240769576350139,17,5,2.348202011979309,0.9252332144677731,58,1,31.300010828634395,0
2025-08-12 09:15:00,60.85.67.99,user27,BR,MacOS,15,0,39.9042,116.4074,0.7361007773707124,3,1,32.74292115307723,0.04761350640165025,3,6,4820.025664259703,1
2025-08-12 16:21:00,244.60.209.185,user37,CA,Linux,75,0,48.8566,2.3522,5.691872898553251,10,7,4.454786722068819,0.9034495409589172,78,1,19.62987980752126,0
2025-08-12 07:14:00,99.178.164.68,user10,BR,Windows,1,1,39.9042,116.4074,0.8414379746311481,1,1,25.183680834308724,0.06676797650749013,1,4,7989.868788298227,1
2025-08-12 03:58:00,30.50.35.64,user34,BR,Android,26,1,39.9042,116.4074,0.019037022698713102,1,1,45.639835593913126,0.02206973526625251,1,5,1226.222493227374,1
2025-08-12 22:39:00,187.227.207.64,user35,US,MacOS,88,0,37.7749,-122.4194,5.668065314961832,20,7,3.9728636327058853,0.9478509763470553,55,1,26.161866092217245,0
2025-08-12 15:03:00,123.214.225.1,user40,DE,Linux,87,0,48.8566,2.3522,1.943290068136335,13,3,4.492880898004458,0.7491866826112221,100,1,27.18176690845996,0
2025-08-12 06:29:00,133.64.254.134,user21,DE,MacOS,99,0,48.8566,2.3522,1.7270463464376586,7,5,3.972575162596353,0.7747216120384272,74,1,27.67176590893115,0
2025-08-12 04:49:00,35.7.30.190,user26,DE,Windows,76,0,48.8566,2.3522,3.0179997243020997,19,4,2.883184661009586,0.9736945448567618,95,1,10.27346094663057,0
2025-08-12 03:21:00,13.30.104.96,user19,CA,Windows,90,0,48.8566,2.3522,1.4704953725896117,11,6,1.9359976105697423,0.9424447601687574,89,1,37.714104799365856,0
2025-08-12 13:32:00,148.53.1.126,user17,UK,Windows,94,0,48.8566,2.3522,5.347918230325431,18,6,3.537854869185444,0.7319037160774133,30,1,6.2708645245621035,0
2025-08-12 10:08:00,1.58.112.125,user23,FR,Linux,86,0,48.8566,2.3522,4.869718637162233,9,5,4.607162088541967,0.957157149471984,44,1,18.205293281015766,0
2025-08-12 21:56:00,226.180.98.239,user14,US,MacOS,80,0,37.7749,-122.4194,1.4592480995475117,10,2,4.259596542385784,0.7038595003050477,82,1,8.59291376404004,0
2025-08-12 11:50:00,176.99.168.186,user44,US,Windows,91,0,37.7749,-122.4194,5.5085411226635355,14,10,1.7533168245489796,0.8949113934144015,83,1,16.532201177686467,0
2025-08-12 08:11:00,229.27.106.251,user22,BR,iOS,15,0,39.9042,116.4074,0.30134843434341907,3,2,33.739437647952826,0.04686086947572119,3,4,7414.3826322279,1
2025-08-12 06:13:00,46.214.173.86,user47,US,Linux,92,0,37.7749,-122.4194,3.9808140581030584,6,7,1.6463483211015983,0.9942065133121814,84,1,38.526272050558404,0
2025-08-12 20:37:00,21.186.33.96,user21,US,MacOS,71,0,37.7749,-122.4194,1.3395086762206467,19,10,3.2992574795239906,0.7333000631339082,57,1,6.1249518574166935,0
2025-08-12 13:42:00,42.231.139.218,user23,BR,Android,8,1,39.9042,116.4074,0.08169275948439536,3,1,30.127178351509038,0.03683075409622217,1,2,1455.9395636541567,1
2025-08-12 01:46:00,19.43.183.215,user23,RU,Windows,27,0,55.7558,37.6173,0.3871518255081623,2,0,36.95223733001369,0.08257935348609712,2,2,8478.957267382317,1
2025-08-12 04:36:00,14.134.94.95,user42,BR,Linux,37,0,39.9042,116.4074,0.11396743496349071,1,0,67.86818867239103,0.09851925170286575,0,6,8973.613429922021,1
2025-08-12 01:20:00,53.216.101.149,user26,UK,Linux,85,0,48.8566,2.3522,5.53529878798791,18,2,1.4207790614399616,0.9123703078215527,28,1,2.487499479476196,0
2025-08-12 17:22:00,112.98.148.110,user11,CN,Linux,25,1,39.9042,116.4074,0.03796563506704642,1,0,28.30535536745905,0.13500319135111064,3,4,8998.051584848174,1
2025-08-12 04:39:00,45.182.232.138,user19,IN,Windows,11,1,39.9042,116.4074,0.005052987721577251,2,0,47.56564993750015,0.22279710147314258,4,2,1121.368552926328,1
2025-08-12 10:14:00,109.184.236.96,user34,IN,Linux,1,1,39.9042,116.4074,0.8154677070432134,3,0,63.192803935124864,0.08769231141994781,2,6,1511.7718212068798,1
2025-08-12 19:20:00,174.255.153.32,user14,FR,Linux,96,0,48.8566,2.3522,4.4670313004901505,10,7,4.262750003966364,0.9986803642879589,22,1,14.476335205129992,0
2025-08-12 04:04:00,232.161.64.32,user2,CA,MacOS,76,0,48.8566,2.3522,1.378159234752824,19,2,2.368169432099376,0.9174491796170265,48,1,48.844394686960676,0
2025-08-12 17:43:00,218.131.211.120,user22,UK,Linux,88,0,48.8566,2.3522,5.649555662403079,17,2,1.0325195970161976,0.8437012127171016,27,1,7.156677785618709,0
2025-08-12 06:55:00,17.71.69.246,user10,UK,Linux,72,0,48.8566,2.3522,1.5384626669594184,18,8,4.848552746666081,0.8096992845987327,54,1,16.914856521557887,0
2025-08-12 23:53:00,42.246.81.117,user37,CA,MacOS,88,0,48.8566,2.3522,4.504948583656338,11,8,3.2692467591399033,0.7492493559991136,22,1,4.411932769190624,0
2025-08-12 10:12:00,107.133.80.40,user32,CA,MacOS,100,0,48.8566,2.3522,1.8424867690526043,13,6,2.3416871768112184,0.7061815116184892,100,1,10.41991498025921,0
2025-08-12 02:36:00,121.128.172.3,user36,BR,Android,1,1,39.9042,116.4074,0.8584193755076668,2,2,50.739178577686545,0.10538873315111226,5,3,6764.16941414711,1
2025-08-12 11:02:00,128.219.225.179,user35,FR,MacOS,99,0,48.8566,2.3522,3.3054417374837133,16,9,1.7232190271478123,0.7478836275586975,46,1,25.8102173834038,0
2025-08-12 16:22:00,203.57.96.45,user16,US,Linux,86,0,37.7749,-122.4194,3.109975941287954,18,8,2.2677774436757288,0.942954618854841,42,1,19.693565213226666,0
2025-08-12 21:58:00,248.84.169.144,user12,UK,Windows,92,0,48.8566,2.3522,3.866667740295158,7,8,2.5893020756935043,0.8777861766974742,48,1,8.127830352065102,0
2025-08-12 11:34:00,41.78.203.23,user4,DE,MacOS,100,0,48.8566,2.3522,4.396609800889847,14,7,2.296854404800715,0.9139561664728642,66,1,27.9253928619234,0
2025-08-12 16:18:00,131.63.67.244,user28,IN,iOS,4,0,39.9042,116.4074,0.972031439941557,1,0,65.31799046470698,0.24393386048429144,3,5,7223.4875825183235,1
2025-08-12 03:34:00,186.217.118.165,user41,CN,Linux,7,0,39.9042,116.4074,0.41717584722212653,2,1,69.79095177954451,0.2764365701812747,4,5,1873.7774032568336,1
2025-08-12 13:06:00,150.69.17.85,user50,IN,Windows,35,1,39.9042,116.4074,0.07484104930919111,3,1,45.11224463007328,0.05672190784560618,0,3,4114.493218488626,1
2025-08-12 13:56:00,34.219.95.254,user24,DE,Linux,85,0,48.8566,2.3522,2.831286250575808,11,5,4.931373561395871,0.9326891597722273,64,1,10.605130134444297,0
2025-08-12 11:11:00,209.246.41.226,user19,CN,Windows,12,0,39.9042,116.4074,0.7440867289199308,1,2,53.26778222026054,0.18678917035283638,5,2,5677.092551727646,1
2025-08-12 11:52:00,210.58.127.91,user24,FR,MacOS,94,0,48.8566,2.3522,4.80156518732281,6,4,3.911815194153943,0.8465924303609261,98,1,6.499149887930317,0
2025-08-12 09:51:00,79.18.185.211,user47,UK,Linux,74,0,48.8566,2.3522,3.958059686394065,9,2,2.6423815116858753,0.8527978236744702,70,1,37.00444832636037,0
2025-08-12 07:58:00,65.231.190.95,user35,BR,Linux,34,1,39.9042,116.4074,0.16316244364912658,2,2,70.24844549777652,0.2022150426693153,2,3,9222.923003468228,1
2025-08-12 15:02:00,199.59.89.146,user9,IN,Android,10,0,39.9042,116.4074,0.15752975424854654,2,1,22.47609969545598,0.16510600605189893,1,2,535.1251892293334,1
2025-08-12 13:24:00,122.100.162.79,user44,CA,MacOS,85,0,48.8566,2.3522,3.5978131908791564,18,9,4.720869092604046,0.8947661923624806,79,1,24.061820106059727,0
2025-08-12 01:47:00,186.183.241.181,user4,DE,MacOS,95,0,48.8566,2.3522,4.365057930892911,20,8,3.1068435618210453,0.8846054157518589,76,1,27.160604297842028,0
2025-08-12 01:28:00,213.71.254.225,user9,IN,Windows,32,0,39.9042,116.4074,0.8171169213533063,3,0,52.29531638238524,0.11979124732788647,1,5,5361.463191752859,1
2025-08-12 16:44:00,129.93.13.237,user4,US,Windows,70,0,37.7749,-122.4194,2.4250773525231986,14,9,4.370043409757356,0.752121511791799,83,1,13.620869604585806,0
2025-08-12 17:52:00,125.43.111.44,user12,RU,Linux,38,0,55.7558,37.6173,0.32390360747716485,2,2,34.618637373735226,0.22316303708583735,0,2,2762.2126558088153,1
2025-08-12 17:57:00,77.253.233.247,user40,UK,Windows,93,0,48.8566,2.3522,2.9682800489571544,15,6,4.786984361077002,0.7650514693375337,90,1,0.4297242002371249,0
2025-08-12 20:03:00,72.41.250.102,user38,US,Windows,84,0,37.7749,-122.4194,3.9616892573177696,8,10,2.7725936257304324,0.9802692648445761,93,1,45.98672520757162,0
2025-08-12 14:45:00,99.81.149.36,user24,US,MacOS,80,0,37.7749,-122.4194,4.5934225894057565,5,8,1.396963623718924,0.7704700018043381,74,1,0.9673809318522186,0
2025-08-12 03:00:00,225.89.254.190,user24,UK,Linux,85,0,48.8566,2.3522,2.801534499935598,8,9,2.893266734785405,0.9861102898025105,97,1,29.273816015471056,0
2025-08-12 01:16:00,242.195.41.231,user38,FR,Linux,86,0,48.8566,2.3522,3.766285467000281,10,8,1.0667153130147033,0.827057559751171,74,1,35.07702028917267,0
2025-08-12 01:50:00,241.111.103.48,user1,FR,Linux,74,0,48.8566,2.3522,2.8697434764154606,6,9,1.3815894284142356,0.9908916113684862,72,1,15.553590499120196,0
2025-08-12 10:31:00,96.90.206.78,user23,RU,iOS,28,1,55.7558,37.6173,0.9690773443107172,2,0,60.27061795578548,0.1191144546170831,4,6,8284.789616314658,1
2025-08-12 09:34:00,199.43.97.224,user25,FR,Windows,96,0,48.8566,2.3522,1.1991323425266383,16,7,3.399568801058278,0.9589983365730538,38,1,31.954400034416192,0
2025-08-12 22:51:00,50.108.207.216,user31,BR,Android,39,1,39.9042,116.4074,0.35860822728258235,1,0,26.374669827900398,0.2845003963482507,3,6,6032.012999169269,1
2025-08-12 00:53:00,204.19.58.86,user27,UK,MacOS,73,0,48.8566,2.3522,4.389939535036289,12,2,2.87695669230194,0.7762723073401336,48,1,8.189422162159794,0
2025-08-12 03:02:00,42.75.154.228,user46,IN,Android,24,0,39.9042,116.4074,0.17993000826504524,2,1,46.24902332985565,0.11714359453374121,5,6,3745.0877037764576,1
2025-08-12 18:22:00,88.63.95.202,user47,DE,Linux,98,0,48.8566,2.3522,1.5816677949020872,20,8,3.481837998935557,0.84322767044038,98,1,43.07064145964331,0
2025-08-12 08:32:00,36.177.185.149,user17,RU,Linux,28,0,55.7558,37.6173,0.8159726188116172,2,0,51.25368116353957,0.10415703423503493,3,2,4145.132918298168,1
2025-08-12 01:57:00,28.65.233.152,user7,CA,Linux,98,0,48.8566,2.3522,1.9596081551464137,11,6,1.6308098092921628,0.708736167489275,48,1,49.672897192009415,0
2025-08-12 02:42:00,176.108.13.106,user33,RU,iOS,36,1,55.7558,37.6173,0.5331424369644784,1,0,24.992427578373412,0.09056266554893443,2,4,7207.411429601459,1
2025-08-12 17:11:00,24.66.231.84,user49,IN,Linux,13,1,39.9042,116.4074,0.19991084218421729,1,1,67.69237513603416,0.20094921310106753,3,6,3714.2763819523516,1
2025-08-12 23:58:00,146.134.225.200,user12,CN,MacOS,0,1,39.9042,116.4074,0.8232120192048263,3,1,63.590850770925144,0.08033458952915376,0,2,5767.157612571704,1
2025-08-12 08:02:00,17.198.73.116,user13,BR,iOS,36,0,39.9042,116.4074,0.4865068038857461,3,0,41.92201764051376,0.23284445310871654,0,3,6000.722882357152,1
2025-08-12 05:45:00,16.160.194.140,user37,US,Windows,74,0,37.7749,-122.4194,1.2121471771935206,14,2,1.5893642115704747,0.7269809885827657,61,1,27.787254648526115,0
2025-08-12 09:04:00,32.251.199.21,user21,BR,Android,8,1,39.9042,116.4074,0.5655900791305734,2,2,71.44424455037463,0.08237135613235054,3,4,1896.0522540818306,1
2025-08-12 19:11:00,208.76.3.60,user41,FR,Linux,95,0,48.8566,2.3522,4.704072708540549,8,5,1.156132871073246,0.8662903545912329,43,1,35.991764527393784,0
2025-08-12 05:26:00,171.28.137.52,user9,CA,MacOS,88,0,48.8566,2.3522,3.745139579251918,6,5,2.5056560890308734,0.8763164575428746,45,1,2.2289238280288726,0
2025-08-12 23:27:00,228.225.97.139,user13,US,MacOS,75,0,37.7749,-122.4194,2.8834658677944356,19,4,1.7416722258091695,0.7870175997323117,46,1,8.502946737464262,0
2025-08-12 02:32:00,151.161.89.122,user22,CN,MacOS,13,0,39.9042,116.4074,0.6954455307622258,1,1,45.346405102435384,0.054252971905269766,0,4,7461.7428085202255,1
2025-08-12 23:50:00,147.235.165.254,user18,BR,MacOS,8,0,39.9042,116.4074,0.522958443177737,1,2,69.8373325561381,0.18486015622862448,0,3,9783.393339264523,1
2025-08-12 14:27:00,138.103.57.64,user46,US,Windows,99,0,37.7749,-122.4194,1.9022412523814805,15,6,1.4562268019412774,0.7095496770492846,77,1,43.52661873285191,0
2025-08-12 12:40:00,179.236.1.250,user50,FR,MacOS,90,0,48.8566,2.3522,5.293742840654556,19,10,2.426603030467731,0.7083465265658058,27,1,45.263096036004576,0
2025-08-12 19:53:00,47.71.239.186,user17,RU,iOS,38,1,55.7558,37.6173,0.32784883717897384,3,2,60.5674690745205,0.012844043885693723,4,3,1325.0129015365642,1
2025-08-12 03:45:00,98.107.156.103,user46,BR,Windows,39,1,39.9042,116.4074,0.24058890895243656,1,1,70.64309941955331,0.10255164694662447,1,4,9621.52585578103,1
2025-08-12 01:46:00,176.48.36.199,user13,UK,MacOS,90,0,48.8566,2.3522,2.2535319376396075,10,7,3.6956956464611603,0.8499355340805952,48,1,5.444027117624523,0
2025-08-12 03:43:00,90.158.0.72,user27,CA,Windows,95,0,48.8566,2.3522,1.3222200135279358,11,9,4.570493984081349,0.753030871488626,58,1,12.960247762712779,0
2025-08-12 16:01:00,231.235.231.102,user46,IN,Android,30,0,39.9042,116.4074,0.7177499987312501,2,2,43.06592084579532,0.22178001279457424,4,6,3665.10902722812,1
2025-08-12 14:55:00,95.102.44.172,user15,CN,iOS,0,1,39.9042,116.4074,0.9357524709438529,2,0,57.190955459561124,0.04572734631494313,3,4,6826.555494715381,1
2025-08-12 13:32:00,247.184.172.227,user17,RU,Windows,3,1,55.7558,37.6173,0.08789781686390641,1,1,41.219427722659184,0.1782259022419083,3,5,7883.727801883493,1
2025-08-12 07:45:00,82.216.86.80,user44,US,MacOS,88,0,37.7749,-122.4194,1.1886443064370902,6,7,1.3115142825276482,0.9929520984215583,56,1,30.637287180132695,0
2025-08-12 23:38:00,232.66.142.154,user48,US,Linux,76,0,37.7749,-122.4194,5.0621261788656895,5,4,1.6846390590003182,0.8636086211730024,36,1,23.465925998604103,0
2025-08-12 15:41:00,2.37.255.241,user20,IN,Linux,36,0,39.9042,116.4074,0.49459092218720613,1,1,48.437544989528625,0.19425837837505475,0,4,6304.497695888428,1
2025-08-12 21:03:00,128.240.229.142,user33,BR,Windows,20,0,39.9042,116.4074,0.242849001792945,3,2,60.06812217743412,0.22531583950604372,4,4,2354.626996836645,1
2025-08-12 13:39:00,245.75.228.85,user46,DE,Linux,85,0,48.8566,2.3522,1.1221547401177432,11,4,3.9825361608578835,0.7912642894060509,20,1,7.914370517851693,0
2025-08-12 16:12:00,88.40.232.72,user44,DE,Linux,96,0,48.8566,2.3522,4.546014632375879,20,6,3.2944934053271115,0.8951815818587032,48,1,45.82817215934282,0
2025-08-12 10:46:00,34.91.223.185,user28,US,MacOS,86,0,37.7749,-122.4194,2.4746077746129016,7,7,1.420454783144736,0.7866878072145495,36,1,23.289850875004387,0
2025-08-12 14:00:00,143.30.181.60,user29,CA,Linux,73,0,48.8566,2.3522,2.2360122874751704,19,2,3.9092099503023663,0.754198018243898,23,1,37.62150828889188,0
2025-08-12 21:40:00,98.248.243.200,user43,UK,MacOS,86,0,48.8566,2.3522,1.2845374909643783,6,4,3.4037474381612327,0.8526837133110243,36,1,30.998245531296504,0
2025-08-12 01:11:00,45.98.16.254,user33,CN,iOS,39,0,39.9042,116.4074,0.06382186623132813,1,2,63.081592309131985,0.15930845660530346,4,4,7737.16683272163,1
2025-08-12 09:10:00,34.85.85.253,user18,IN,MacOS,30,1,39.9042,116.4074,0.9002566494597651,1,0,54.48696714094929,0.23146965193710517,4,2,2491.199867555527,1
2025-08-12 09:47:00,197.248.250.196,user2,UK,Windows,85,0,48.8566,2.3522,2.317208904807277,5,6,2.1737271104162152,0.7343507492652739,22,1,42.1991600698029,0
2025-08-12 23:35:00,110.167.50.111,user35,RU,Linux,23,0,55.7558,37.6173,0.3213798384208052,3,1,34.5209292815199,0.1276662575940316,0,4,8115.0375304403615,1
2025-08-12 21:19:00,40.137.114.38,user42,BR,Android,26,1,39.9042,116.4074,0.9313913521903694,2,0,70.67714605696811,0.003238822669104402,4,5,7817.889586093697,1
2025-08-12 20:37:00,125.7.137.182,user3,RU,iOS,2,1,55.7558,37.6173,0.2624073354612695,2,0,39.4636337542197,0.09184003987243367,5,5,2637.0965531615116,1
2025-08-12 11:57:00,36.136.2.63,user50,IN,Linux,10,1,39.9042,116.4074,0.04806397037544785,1,0,64.49213792498506,0.17271737493751174,1,5,9597.422373899939,1
2025-08-12 01:27:00,142.209.138.151,user32,IN,MacOS,27,1,39.9042,116.4074,0.9570842585968791,1,2,25.201714904675658,0.22720792118690142,4,2,4653.884459547415,1
2025-08-12 23:00:00,3.201.98.57,user22,BR,MacOS,25,1,39.9042,116.4074,0.6192674177713308,3,2,44.11297445227022,0.21041958446882414,5,4,7131.382058831477,1
2025-08-12 17:42:00,196.249.121.198,user12,CA,Linux,95,0,48.8566,2.3522,3.3373847035395294,17,10,1.6150655069270474,0.798849635258822,97,1,28.73327762054566,0
2025-08-12 15:52:00,85.83.25.69,user1,FR,MacOS,88,0,48.8566,2.3522,1.1399880695807532,5,9,2.352354656292243,0.9684626375128089,88,1,34.027284193842455,0
2025-08-12 18:55:00,145.101.32.180,user39,CN,Windows,11,0,39.9042,116.4074,0.9928223191880059,1,1,29.672514414739343,0.296758251163103,2,5,3029.4257215777034,1
2025-08-12 15:29:00,73.139.224.2,user14,UK,Linux,71,0,48.8566,2.3522,1.9591110084614174,12,2,3.1177758705106298,0.9334769837020578,23,1,40.07974925419398,0
2025-08-12 09:53:00,203.16.188.92,user12,US,Linux,82,0,37.7749,-122.4194,1.8707496145495215,6,3,3.4574885982084784,0.9062284283717308,31,1,26.769076571913853,0
2025-08-12 07:52:00,200.50.204.116,user11,BR,iOS,11,0,39.9042,116.4074,0.9443407512921046,1,0,59.186615718465106,0.11539093900696742,3,5,9572.152863286326,1
2025-08-12 12:56:00,91.255.78.254,user9,CN,iOS,33,0,39.9042,116.4074,0.807140303871935,1,0,37.642242640987,0.1467328246605012,4,5,7721.45781400585,1
2025-08-12 16:13:00,84.71.134.187,user12,RU,Linux,16,0,55.7558,37.6173,0.6309750240194979,1,1,51.82473032764222,0.23090739100247337,1,6,7877.253230596599,1
2025-08-12 01:59:00,93.109.244.108,user9,US,MacOS,79,0,37.7749,-122.4194,3.759494738557286,20,9,4.661466118634053,0.7912914392038322,38,1,30.76022207650147,0
2025-08-12 17:16:00,155.167.247.36,user42,CN,Windows,39,1,39.9042,116.4074,0.4164763441642153,1,2,25.783806788972406,0.017577467693764125,4,5,5546.239244990416,1
2025-08-12 00:45:00,35.186.34.6,user43,CA,Windows,72,0,48.8566,2.3522,1.376452130659789,16,10,2.30540511327059,0.7256730649070477,61,1,28.679839484568063,0
2025-08-12 01:11:00,18.8.172.98,user27,CA,Windows,87,0,48.8566,2.3522,2.378809007357842,16,5,2.7568069017390946,0.9892000394123268,89,1,14.637937259806543,0
2025-08-12 13:13:00,131.128.183.139,user30,US,MacOS,70,0,37.7749,-122.4194,1.580812244527309,13,7,3.3284122360756605,0.7022278888771444,51,1,29.262816200127478,0
2025-08-12 00:08:00,220.245.241.107,user49,BR,Android,3,1,39.9042,116.4074,0.3444789630451274,2,2,68.18421071187998,0.26862198731771464,0,5,1482.1243361800043,1
2025-08-12 09:39:00,39.209.42.118,user44,BR,iOS,28,1,39.9042,116.4074,0.627496293285837,3,2,26.65045208261634,0.18569811124150767,1,4,9992.8883262423,1
2025-08-12 14:09:00,26.106.217.230,user1,CN,Android,31,0,39.9042,116.4074,0.39642124908766574,1,1,24.529419276978565,0.2987062602862842,0,5,2241.7602043173415,1
2025-08-12 16:45:00,42.32.138.206,user29,FR,Linux,85,0,48.8566,2.3522,2.6745486561319973,7,9,4.895349474898168,0.7867433503465234,46,1,48.90726973793528,0
2025-08-12 15:11:00,97.62.150.225,user38,RU,Windows,17,0,55.7558,37.6173,0.9069295616172038,1,0,30.540608479393455,0.2766908857884843,3,2,2310.5799293031596,1
2025-08-12 07:12:00,168.71.174.58,user42,US,MacOS,85,0,37.7749,-122.4194,3.208814968089587,20,10,4.489562686753531,0.859730387484757,37,1,34.76916299222226,0
2025-08-12 00:47:00,53.163.106.48,user50,UK,Windows,84,0,48.8566,2.3522,3.3301483903402453,14,9,2.074076222892399,0.8224247578696178,54,1,3.7885006281090927,0
